0
" Vishwakarma Institute of Managment - [VIM], Pune "
" Narmada College of Management - [NCM], Bharuch "
" Rakshpal Bahadur Management Institute - [RBMI], Greater Noida "
" Rohidas Patil Institute Of Management Studies - [RPIMS], Thane "
" Versatile Business School, Chennai "
" Matrix School of Management Studies - [MSMS], Pune "
" RJS Institute of Management Studies - [RJSIMS], Bangalore "
" Disha Bharti College of Management and Education, Saharanpur "
" Greater Noida Institute Of Business Management - [GNIBM], Greater Noida "
" Indian School Of Business and Computing - [ISBC], Bangalore "
" ITM Business School Dombivli, Mumbai "
" Assam Rajiv Gandhi University of Cooperative Management - [ARGUCOM], Sivasagar "
" SOIL School of Business Design - [SOBD], Manesar "
" JB Institute of Hospitality Management - [JBIHM], Kolkata "
" R.A. Podar Institute of Management, Jaipur "
" Panache Academy, Indore "
" Genesis Business school, Pune "
" GLF Business School - [GLFBS], Kolkata "
" Jamia Hamdard University, New Delhi "
" Indian Institute of Hospitality and Management - [IIHM], Mumbai "
" New Horizon College Marathalli - [NHCM], Bangalore "
" Government Ramnarayan Chellaram College of Commerce and Management - [GRCCM], Bangalore "
" Accord Business School - [ABS], Tirupati "
" Amity Global Business School - [AGBS], Indore "
" Apex Institute of Management and Science, Jaipur "
" Arihant Institute of Business Management - [AIBM], Pune "
" Asian School of Business - [ASB], Trivandrum "
" BLS Institute of Management - [BLSIM], Ghaziabad "
" Centre for Management Development - [CMD], Modinagar "
" Galaxy Institute of Management, Chennai "
" Govindram Seksaria Institute of Management & Research - [GSIMR], Indore "
" Guru Nanak Institute of Management - [GNIM], New Delhi "
" Gurukul Management Studies - [GMS], Kolkata "
" Indian Institute of Tourism and Travel Management - [IITTM], New Delhi "
" Institute of Productivity and Management - [IPM], Ghaziabad "
" Kousali Institute of Management Studies - [KIMS], Dharwad "
" Punjab College of Technical Education - [PCTE], Ludhiana "
" S. B.  Patil Institute of Management - [SBPIM], Pune "
" Swami Vivekananda Institute of Management and Computer Science - [SVIMCS], Kolkata "
" National Institute of Advertising, Noida "
" SRM Business School - [SRMBS], Lucknow "
" K. C. College of Management Studies - [KCCMS], Mumbai "
" Mount Carmel Institute of Management - [MCIM], Bangalore "
" Oriental College of Management (MBA)- [OCM], Bhopal "
" Christ Institute of Management - [CIM], Ghaziabad "
" Carreograph Institute of Management Studies - [CIMS], Kolkata "
" MATS Institute of Management & Entrepreneurship - [MIME], Bangalore "
" NITTE School of Management - [NSM], Bangalore "
" Dayanand Academy Of Management Studies - [DAMS], Kanpur "
" Aradhana School of Business Management, Hyderabad "
" AAM Business School, Chennai "
" Rizvi Institute of Management Studies and Research, Mumbai "
" Sheila Raheja School of Business Management & Research - [SRBS], Mumbai "
" B.N. Bahadur Institute of Management Science, Mysore "
" Indira Institute of Business Management - [IIBM], Navi Mumbai "
" Indo German Training Centre - [IGTC], Bangalore "
" UEI Global, Agra "
" Institute of Business Management & Rural Development - [IBMRD], Ahmed Nagar "
" Amrutvahini Institute of Management & Business Administration - [AIMBA], Ahmed Nagar "
" R.C. Patel Institute of Management Research and Development - [IMRD], Shirpur "
" Oxbridge Business School - [OBS], Bangalore "
" Institute of Clinical Research India - [ICRI], Ahmedabad "
" St.Antony's School Of Management Studies - [SAMS], Cochin "
" Indukaka Ipcowala Institute of Management - [I2IM], Anand "
" Thomas Cook Centre of Learning, Mumbai "
" Delhi School of Professional Studies and Research - [DSPSR], New Delhi "
" Attitude Business School - [ABS], Bhubaneswar "
" Kingston School of Management and Science, Barasat "
" College of Agribusiness Management - [CABM], Udham Singh Nagar "
" Lotus Institute of Management, Bareilly "
" Seshadripuram Institute of Commerce and Management, Bangalore "
" AICAR Business School, Raigarh "
" All India Institute of Management Studies - [AIIMAS], Chennai "
" Allana Institute of Management Sciences, Pune "
" Alluri Institute of Management Science - [AIMS], Warangal "
" Durgapur Society of Management Science - [DSMS], Durgapur "
" Elijah Institute of Management Studies, Thrissur "
" Haranahalli Ramaswamy Institute of Higher Education, Hassan "
" Hindu Institute of Management - [HIM], Sonepat "
" Institute of Business Studies and Research - [IBSAR], Navi Mumbai "
" Institute of Professional Studies and Research - [IPSAR], Cuttack "
" Sri Sharada Institute of Indian Management and Research - [SIIM], New Delhi "
" Tolani Motwane Institute of Management Studies - [TMIMS], Kachchh "
" Yashaswi Education Society's International Institute of Management Science - [IIMS] Chinchwad, Pune "
" Indira Gandhi Institute of Cooperative Management - [IGICM], Lucknow "
" Flame School of Business, Pune "
" Conspi Academy of Management Studies - [CAMS], Thiruvananthapuram "
" IILM Undergraduate Business School, New Delhi "
" Meenakshi Sundararajan School of Management, Chennai "
" Nimbus Academy of Management- [NAM], Dehradun "
" Cochin University of Science and Technology, School of Management Studies - [SMS], Kochi "
" N R Institute of Business Management - [NRIBM], Ahmedabad "
" L. N. Mishra College of Business Management, Muzaffarpur "
" Poornaprajna Institute of Management - [PIM], Udupi "
" East West College of Management - [EWCM], Bangalore "
" Sri Sukhmani Institute of Management, Dwarka - [SSIM], New Delhi "
" Hyderabad School of Management - [HSM], Hyderabad "
" College of IT & Management Education - [CIME], Bhubaneswar "
" Sindhi Institute of Management, Bangalore "
" ASM's Institute of Management & Computer Studies - [IMCOST], Mumbai "
" Future Business School - [FBS], Kolkata "
" Immanuel Business School - [IMS], Nalgonda "
" Sadhu Vaswani Institute of Management Studies For Girls- [SVIMS], Pune "
" Regenesys Institute of Management, Navi Mumbai "
" Knowledge Business School - [KBSS], Salem "
" Indian Institute for Production Management - [IIPM], Rourkela "
" Sankara Institute of Management Science - [SIMS], Coimbatore "
" SAS Institute of Management Studies, Mumbai "
" Chetan Dattaji Gaikwad Institute of Management Studies - [CDGIMS], Pune "
" Rachnoutsav Academy, Hyderabad "
" Hardayal Technical Campus - [HTC], Mathura "
" National Academy Of Sports Management (NASM), Jaipur "
" Lords Institute of Management, Surat "
" Daly College of Business Management - [DCBM], Indore "
" SYMK Institute Of Hospitality Management, New Delhi "
" Velalar College of Engineering and Technology -[VCET], Erode "
" Ganadipathy Tulsi's Jain Engineering College - [GTEC], Vellore "
" Global Institute of Management and Emerging Technologies - [GIMET], Amritsar "
" Sun International Institute for Tourism and Management - [SIITAM], Hyderabad "
" Cambay Institute of Hospitality Management - [CIHM], Gandhi Nagar "
" Indian Institute of Learning and Advanced Development - [INLEAD], Gurgaon "
" Bhalchandra Institute of Education and Management -
 [BIEM], Lucknow "
" Bhabha Institute of Management Science - [BIMS], Alwar "
" Shushruti Institute of Management Studies - [SIMS], Bangalore "
" Arihant Institute of Management Studies - [AIMS], Pune "
" Aurous Institute of Management, Lucknow "
" Environmental Management and Policy Research Institute, Bangalore "
" Indian Institute of Materials Management - [IIMM], Mumbai "
" Institute of Productivity and Management - [IPM], Lucknow "
" Lakshya Institute, Shahjahanpur "
" Priyadarshini College of Business Management, Hyderabad "
" SD College of Management Studies, Muzaffarnagar "
" SDM College of Business Management Kodialbail, Mangalore "
" Sri Krishna Institute of Management - [SKIM], Coimbatore "
" United Institute of Management - [UIM], Greater Noida "
" Institute of Business Management and Technology - [IBMT], Bangalore "
" Management Institute of Durgapur - [MID], Durgapur "
" New Delhi Institute of Management - [NDIM], New Delhi "
" AIMS Syndicate, Bardhaman "
" DAV Institute of Management - [DAVIM], Faridabad "
" Mahendra Institute of Management and Technical Studies - [MIMTS], Khorda "
" National Institute of Retail Management - [NIRM], Bangalore "
" Vivek Vardhini School of Business Management, Hyderabad "
" Madurai School of Management, Madurai "
" Alagappa Institute of Management - [AIM], Karaikudi "
" Fazlani Academy of Business Sciences - [FABS], Mumbai "
" Institute of International Trade - [IITRADE], Kolkata "
" Travancore Business Academy - [TBA], Kollam "
" Institute of Cooperative Management - [ICM], Madurai "
" UEI Global, Ludhiana "
" Shri Jaysukhlal Vadhar Institute of Management Studies - [JVIMS], Jamnagar "
" Shayona Institute of Business Management - [SIBM], Ahmedabad "
" Institute of Environment & Management - [IEM], Lucknow "
" Parle Tilak Vidyalaya Association’s Institute of Management - [PTVA], Mumbai "
" Institute of Management Science - [IMS] Pimpri, Pune "
" MSNM Besant Institute of PG Management Studies, Mangalore "
" Global Educational Institutes, Greater Noida "
" ITM Executive Education Centre - [ITM EEC], Navi Mumbai "
" ACCMAN Business School, Noida "
" University of Hyderabad - [UOH], Hyderabad "
" Utkal University, Bhubaneswar "
" Nizam College, Hyderabad "
" Kakatiya University - [KU], Warangal "
" Madan Mohan Malaviya University of Technology - [MMMUT], Gorakhpur "
" Acharya Nagarjuna University - [ANU], Guntur "
" The Technological Institute of Textile and Sciences - [TITS], Bhiwani "
" Sreenidhi Institute of Science and Technology - [SNIST], Hyderabad "
" Don Bosco Institute of Technology - [DBIT], Bangalore "
" Sanghvi Institute of Management and Science - [SIMS], Indore "
" DAV Institute of Engineering and Technology - [DAVIET], Jalandhar "
" Vaish College of Engineering, Rohtak "
" BS Anangpuria Institute of Technology and Management, Faridabad "
" Bhavan's Vivekananda College of Science Humanities and Commerce, Secunderabad "
" Institute of Management and Information Technology - [IMIT], Cuttack "
" Maharaja Krishnakumarsinhji Bhavnagar University, Bhavnagar "
" Veer Narmad South Gujarat University - [VNSGU], Surat "
" Berhampur University, Berhampur "
" Kumaraguru College of Technology - [KCT], Coimbatore "
" R.R. Group of Institutions - [RRGI], Lucknow "
" BRM Institute of Management & Information Technology -[BRMIMIT], Bhubaneswar "
" Regional Management College, Malappuram "
" Valluvar College of Science And Management, Karur "
" Pioneer College of Management - [PCM], Kolkata "
" Nightingale Institute of Management Studies - [NIMS], Kolkata "
" Aditya Institute of Management Studies and Research - [AIMSR], Bangalore "
" Om College of Management and Science, Jaipur "
" Abhijit Kadam Institute of Management and Social Sciences - [AKIMSS], Solapur "
" Academy of Business Administration - [ABA], Balasore "
" Aditya Institute of Management - [AIM] , Pune "
" Al-Qurmoshi Institute of Business Management - [AQIBM], Hyderabad "
" Alard Institute of Management Sciences, Pune "
" Amrita School of Business - [ASB], Coimbatore "
" Apollo Institute of Hospital Administration - [AIHM], Hyderabad "
" ASM's Institute of Professional Studies - [ASMIPS] Pimpri, Pune "
" BK Majumdar Institute of Business Administration - [ BKMIBA ], Ahmedabad "
" Badruka Institute of Managment Studies - [BIMS], Hyderabad "
" Eastern Institute of Management - [EIM], Kolkata "
" Excel Business School, Kanyakumari "
" G.H. Raisoni School of Business Management - [GHRSBM], Nagpur "
" Global Institute for Corporate Education - [GICE], Bangalore "
" Gujarat Energy Research and Management Institute - [GERMI], Gandhi Nagar "
" GBS School of Business Studies - [GBS], Hyderabad "
" Hindustan Business School -[HBS], Bangalore "
" International Academy for Management Studies - [IAMS], Thiruvananthapuram "
" International College of Financial Planning - [ICoFP], New Delhi "
" International School of Information Management - [ISIM], Mysore "
" Quantum School of Business - [QSB], Dehradun "
" Sakthi Institute of Information and Management Studies - [SIIMS], Pollachi "
" Shantiniketan Business School - [SBS], Nagpur "
" Sherwood College of Professional Management - [SCPM], Lucknow "
" Sree Narayana Guru Institute of Management Studies - [SNGIMS], Coimbatore "
" Institute of Management Education - [IME], Pune "
" Aditya Institute of Management Studies and Research - [AIMSR], Mumbai "
" Asian Workers Development Institute - [AWDI], Rourkela "
" Hillside Academy, Bangalore "
" University of Hyderabad, School of Management Studies - [SMS], Hyderabad "
" Heritage Business School - [HBS], Kolkata "
" Musaliar Institute of Management - [MIM], Pathanamthitta "
" RL Institute of Management Studies - [RLIMS], Madurai "
" Rayat Institute of Management - [RIM], Ropar "
" Hult International Business School - [HULT], Mumbai "
" TAPMI School of Business, Manipal University - [TSB], Jaipur "
" ASM's Institute of International Business & Research - [IIBR] Pimpri, Pune "
" Shri Shivaji Maratha Society's Institute of Management & Research - [IMR], Pune "
" International College of Financial Planning - [ICOFP], Mumbai "
" ISMT Business School - [ISMT BS], Mumbai "
" Bharati Vidyapeeth University, Institute of Management and Rural Development Administration - [IMRDA], Sangli "
" Shadan Institute of Management Studies, Hyderabad "
" Swayam Siddhi College of Management & Research - [SSCMR], Thane "
" Dr. Virendra Swarup Institute of Professional Studies - [VSIPS], Kanpur "
" College of Management Studies - [CMS], Kanpur "
" Viva Institute of Management and Research - [VIMR], Palghar "
" Kala Institute of Management Studies & Research - [KIMSR], Mumbai "
" Vasantraodada Patil Institute of Management Studies & Research - [VPIMSR], Sangli "
" SKN Sinhgad School of Business Mangement -
 [SKNSSBM], Pune "
" Institute of Excellence in Management Science - [IEMS], Hubli "
" Amity International Business School - [AIBS], Noida "
" VYASA Business School - [VBS], Bangalore "
" Synetic Business School - [SBS], Ludhiana "
" Xavier Institute of Development Action and Studies - [XIDAS], Jabalpur "
" The Tipsglobal Institute, Coimbatore "
" National Academy of Sports Management (NASM), Ahmedabad "
" Govindam Business School, New Delhi "
" IIAS School of Management, Siliguri "
" Bharath College of Science and Management, Thanjavur "
" Indian Institute of Plantation Management - [IIPM], Bangalore "
" Golden Regency Institute of Hospitality Management - [GRIHM], Midnapore "
" SS Institute of Management - [SSIM], Lucknow "
" Biyani Institute of Science and Management - [BISMA], Jaipur "
" Don Bosco College of Science and Management - [DBCSM], Bangalore "
" Shrikrishna Institute of Management and Science - [SIMS], Chandausi "
" Aashlar Business School - [ABS], Mathura "
" Advance Institute of Management - [AIM], Ghaziabad "
" Allama Iqbal Institute of Management - [AIIM], Thiruvananthapuram "
" Amrita School of Business - [ASB] Amritapuri, Kollam "
" Asan Institute of Management - [AIM], Chennai "
" Bharata Mata Institute of Management - [BMIM], Kochi "
" SIET Institute of Management - [SIM], Bangalore "
" Hindustan Institute of Management and Computer Studies - [HIMCS], Mathura "
" IIMT Management College, Meerut "
" Institute of Environmental Studies and Wetland Management - [IESWM], Kolkata "
" JRE School of Management - [JRE-SOM], Greater Noida "
" Kaizen School of Business Management - [KSBM], Mumbai "
" MESCO Institute of Management & Computer Sciences - [MIMCS], Hyderabad "
" MR DAV Institute of Management Studies, Rohtak "
" Smt Hiraben Nanavati Institute of Management & Research for Women - [HNIMR], Pune "
" Synergy Institute of  Management - [SIM], Pune "
" Xavier Institute of Management - [XIM], Jabalpur "
" Bharati Vidyapeeth Deemed University, Yashwantrao Mohite Institute of Management, Karad "
" Disha College of Management Studies- [DCMS], Raipur "
" Nimra College of Business Management - [NCBM], Krishna "
" Department of Business Management, University of Calcutta, Kolkata "
" Bhavan's Priyamvada Birla Institute of Management - [BPBIM], Mysore "
" Narvadeshwar Management College - [NMC], Lucknow "
" Anand Institute of Business Studies - [AIBS], Anand "
" P.E.S Institute of Advanced Management Studies - [PESIAMS], Shimoga "
" KLE's College of Business Administration - Vidyanagar, Mandya "
" Chetan Business School, Hubli "
" Institute of Business Studies and Research - [IBSAR], Karjat "
" Progressive Education Society’s Institute of Management and Career Development - [IMCD] Nigdi, Pune "
" Centre for Management Studies - [CMS], Dibrugarh "
" ATM Global Business School - [ATM GBS], New Delhi "
" Jai Bharath School of Management Studies, Cochin "
" Jayawant Institute of Management Studies - [JIMS] Tathawade, Pune "
" K.K. Modi International Institute - [KKMII], New Delhi "
" Tirupati Institute of Management - [TIM], Pune "
" Kalol Institute of Management - [KIM], Kalol "
" OAA-MAVMM School of Management, Madurai "
" PPG Business School, Coimbatore "
" Parul Institute of Management and Research, Vadodara "
" SERT IT Campus, Chengannur "
" KIPM College of Management, Gorakhpur "
" Shri Sai Institute Of Management & Reasearch - [SSIMR], Aurangabad "
" Chetana's R.K. Institute of Management and Research, Mumbai "
" Mumbai Institute of Management & Research - [MIMR], Mumbai "
" Renaissance Institute Of Management Studies - [RIMS], Chandrapur "
" Brahma Valley Institute of Management - [BVIM], Nashik "
" Asma Institute of Management, Pune "
" Sinhgad Institute of Business Administration and Computer Application - [SIBACA] Lonavala, Pune "
" Institute of Business Management and Research - [IBMR], Pune "
" NBN Sinhgad School of Management Studies - [NBNSSOMS], Pune "
" Vivekananda Institute of Management - [VIM], Bangalore "
" G.T. Institute of Management Studies and Research - [GTIMSR], Bangalore "
" VIT-AP School of Business - [VSB], Guntur "
" Avidus Academy of Management - [AAM Business School], Chennai "
" Malwa Institute of Management - [MIM], Gwalior "
" Vivekanand Institute of Management - [VIM], Ahmedabad "
" Academy of Event Planning - [AEP], New Delhi "
" National Institute of Event Management - [NIEM], Indore "
" Bangalore College of Management Studies - [BCMS], Bangalore "
" Pacific Institute of Management, Udaipur "
" SVR College of Commerce and Management Studies, Bangalore "
" SIDVIN School of Business Management, Bangalore "
" ATSS College of Business Studies and Computer Applications - [ATSS CBSCA], Pune "
" Acropolis Faculty of Management and Research - [AFMR], Indore "
" Arya School of Management and Information Technology - [ASMIT], Bhubaneswar "
" Barabati Institute of Management Studies - [BIMS], Cuttack "
" CK Shah Vijapurwala Institute of Management - [CKSVIM], Vadodara "
" Capital Institute of Management and Science- [CIMS], Bhubaneswar "
" Dr. Moonje Institute of Management and Computer Studies, Nashik "
" Global Institute of Management - [GIM], Bhubaneswar "
" Institute of Productivity and Management- [IPM], Kanpur "
" Sardar Vallabhbhai Patel International School of Textiles and Management - [SVPISTM], Coimbatore "
" Satya Institute of Management Studies - [SIMS], Krishna "
" SNES  Institute of Management Studies and Research -
 [SNES IMSAR], Calicut "
" TTL College of Business Management, Mysore "
" Techno Institute of Management Sciences - [TIMS], Lucknow "
" Department of Management, BITS -[DOMBITS
], Pilani "
" SNMV Institute of Management, Coimbatore "
" Marian International Institute of Management - [MIIM] Kuttikkanam, Idukki "
" Ashoka Center For Business & Computer Studies - [ACBCS], Nashik "
" MARC School of Business - [MSB], Bangalore "
" Millenium Institute Of Management, Aurangabad "
" Maharishi Arvind School of Management Studies - [MASMS], Jaipur "
" Dev Bhoomi Institute of Management Studies - [DBIMS], Dehradun "
" Wings Business School, Tirupati "
" Priyadarshini Lokmanya Tilak Institute of Management Studies & Research, Nagpur "
" Karmaveer Bahurao Patil Institute Of Management Studies and Research - [KBPIMSR], Satara "
" Rajarshi Shahu Institute Of Management - [RSIM], Aurangabad "
" Sanskrithi School of Business - [SSB], Puttaparthy "
" Krishna Institute Of Management - [KIM], Meerut "
" Dr. Gaur Hari Singhania Institute of Management and Research - [GHS IMR], Kanpur "
" Laxmi Institute of Management - [LIM], Valsad "
" R.B. Institute of Management Studies - [RBIMS], Ahmedabad "
" Christ Institute of Management - [CIM], Rajkot "
" V. M. Patel Institute of Management - [VMPIM], Mehsana "
" Rajiv Gandhi Institute of Management and Science - [RIMS], Kakinada, East Godavari "
" Sri Venkateshwara Educational Institution, Bangalore "
" Sun International Institute for Tourism & Management- [SIITAM], Visakhapatnam "
" Acropolis Institute of Management Studies & Research - [AIMSR], Indore "
" Global Institue of Management - [GIOM] Sangamner, Ahmed Nagar "
" Swaraj Institute of Management - [SIM], Satara "
" Lorven International Institute of Management Studies - [LIIMS], Bangalore "
" Ghanshyam Binani Academy of Management Sciences - [GBAMS], Mirzapur "
" Matrix Institute of Business Management - [MIBM], Noida "
" Leo Academy of Hospitality and Tourism Management - [LAHTM], Hyderabad "
" NMIMS School of Branding and Advertising - [SOBA], Mumbai "
" Chimanbhai Patel Institute of Business Administration -  [CPIBA], Ahmedabad "
" The Second Wind - [TSW], Mumbai "
" Institute of Apparel Management, Gurgaon "
" Bhavan's College of Communication and Management, Jamnagar "
" Apex Institute of Management - [AIM], Nagpur "
" KR Mangalam Institute of Management, New Delhi "
" CZ Patel College of Business and Management, Vallabh Vidyanagar "
" RR Institute of Advanced Studies - [RRIAS], Bangalore "
" Som Lalit Institute of Management studies - [SLIMS], Ahmedabad "
" Lorven College of Science and Management - [LCSM], Bangalore "
" RJ School of Management Studies - [RJSMS], Baleswar "
" RVS Institute of Management Studies and Research - [RVSIMSR], Coimbatore "
" Aditya College of MBA, Beed "
" DNS Regional Institute of Cooperative Management - [DNSRCIM], Patna "
" GLS Institute of Business Administration - [GLSIBA], Ahmedabad "
" INJ Business School, Greater Noida "
" Imperial College of Business Studies - [ICBS], Bangalore "
" Insoft Institute of IT & Management, Noida "
" JP Institute of Management - [JPIM], Meerut "
" Jhunjhunwala Business School - [JBS], Faizabad "
" Roever Institute of Management - [RIM], Perambalur "
" SAMVIT School of Infrastructure Business, Pune "
" SHEAT College of Management, Varanasi "
" Shiva Institute of Management Studies - [SIMS], Ghaziabad "
" Shivalik Institute of Management Education and Research - [SIMER], Durg "
" Siddhant Institute of Business Management - [SIBM] Sudumbare, Pune "
" Swaraj College of Commerce and Computer Studies & Swaraj School of Management, Pune "
" Indian Institute of Science, Department of Management Studies  - [DMSIISC], Bangalore "
" Advanced Institute of Management - [AIM], New Delhi "
" Chavara Institute of Management and Media Studies-[CIMAMS], Kochi "
" Mahatma Phule Institute of Management and Computer Studies, Pune "
" National Academy of Management Studies - [NAMS], Mumbai "
" People Institute of Management Studies - [PIMS], Kasaragod "
" National Institute of Management Studies Karapakkam - [NIMS], Chennai "
" BDS Institute of Management - [BDSIM], Meerut "
" Indirapuram Institute of Higher Studies - [IIHS], Ghaziabad "
" Jain Institute of Management & Entrepreneurship - [JIME], Jamshedpur "
" Coxtan Administrative & Management College, Dhanbad "
" AMET Business School, Chennai "
" Hoysala College of Management & IT Studies, Shimoga "
" Allum Karibasappa Institute of Management - [AKIM], Bellary "
" Dr. D Veerendra Heggade Institute of Management Studies and Research - [DVHIMSR], Dharwad "
" Emeralds Advanced Institute of Management Studies - [EAIMS], Tirupati "
" Doddappa Appa Institute of MBA
, Gulbarga "
" KIET School of Management, Ghaziabad "
" Global Institute of Integral Management Studies - [GIIMS], Cochin "
" Rajiv Gandhi Business School - [RGBS] Tathawade, Pune "
" Goel Institute of Higher Studies - [GIHS], Lucknow "
" Unique Institute of Management - [UIM], Pune "
" Krupanidhi School of Management - [KSM], Bangalore "
" NIT Graduate School Of Management - [NITGSM], Nagpur "
" Indian School of Management & Studies - [ISMS], Mumbai "
" MET Asian Management Development Centre - [MET AMDC], Mumbai "
" Ravenshaw Business School - [RBS], Cuttack "
" Patuck  Gala College of Commerce & Management, Mumbai "
" Maharishi Institute of Management- [MIM], Bhopal "
" New Horizon Institute of Management Studies & New Horizon College of Commerce - [NHIMS] Airoli, Navi Mumbai "
" Rajagiri College of Management and Applied Sciences, Kochi "
" Vindhya Institute of Management & Research, Indore "
" Royal Institute of Management & Advanced Studies - [RIMS], Ratlam "
" Marathwada Institute of Management and Research - [MIMR], Aurangabad "
" Oriental Institute of Management - [OIM], Navi Mumbai "
" Hashmatrai and Gangaram Himathmal Mansukhani Institute of Management - [MIM], Thane "
" Trinity Institute of Management and Research - [TIMR], Pune "
" Anekant Institute of Management Studies - [AIMS], Pune "
" R. S. College of Management and Science, Bangalore "
" School Of Business Management & Technology - [SBMT], Bulandshahr "
" Bhavdiya Institute of Business Management - [BGI], Faizabad "
" International Institute of Management and Technical Studies - [IIMT Studies], Ahmedabad "
" Lal Bahadur Shastri Girls College of Management - [LBSGCM], Lucknow "
" Greenway Institute of Management Studies - [GIMS], Dehradun "
" Cordia Institutes of Hospitality and Tourism Management - [CHTMI], Fatehgarh Sahib "
" Springdale College of Management Studies, Pilibhit "
" Hope Institute of Hospitality Management - [HIHM], New Delhi "
" Aakash Institute of Business Management - [AIBM] Mallathalli, Bangalore "
" Osiyan School of Business Management and Animation - [OSBMA], New Delhi "
" Indian School of Business Management and Administration - [ISBM], Gwalior "
" Clinical Research Education and Management Academy - [CREMA], Bangalore "
" Royal School of Management and Technology - [RSMT], Bhubaneswar "
" AKS Institute of Management Excellence - [AKSIME], Noida "
" AKS Management College, Lucknow "
" Achariya School of Business & Technology - [ASBT], Pondicherry "
" Adarsh Business School - [ABS], Bangalore "
" Al-Barkaat Institute of Management Studies, Aligarh "
" Ambedkar Institute of Management Studies - [AIMS], Visakhapatnam "
" Annapoorna Institute of Management Research - [AIMR], Belgaum "
" Apeejay Institute of Technology, School of Management- [AITSM], Greater Noida "
" B.P.H.E. Society's Institute of Management Studies Career Development & Research - [IMSCDR], Ahmed Nagar "
" Baroda Institute of Management Studies - [BIMS], Baroda "
" Belgaum Institute of Management Studies - [BIMS], Belgaum "
" Brainware Business School - [BBS], Kolkata "
" CARE School of Business Management, Tiruchirappalli "
" DNR School of Business Management, Bhimavaram "
" DSMS Business School, Durgapur "
" Dr. K. V Subba Reddy Institute of Management, Kurnool "
" Food and Agri Business School - [FABS], Hyderabad "
" Foster Development School of Management - [FDSM], Aurangabad "
" GH Raisoni Institute of Management and Research -[GHRIMR], Pune "
" GIDC Rajju Shroff Rofel Institute of Management Studies, Valsad "
" Global Business School and Research Centre - [GBSRC], Pune "
" Himalayan Institute of Management, Sirmaur "
" IIAS FuturEd, Kolkata "
" ITM Institute of Financial Markets - [ITM-IFM], Navi Mumbai "
" IIMR Pharma Business School, New Delhi "
" Institute of Productivity and Management - [IPM], Meerut "
" International School of Business Management - [ISBM], Bhubaneswar "
" Invertis Institute of Management Studies - [IIMS], Bareilly "
" Kushagra Institute of Information and Management Science - [KIIMS], Cuttack "
" MIT College of Management - [MITCOM], Moradabad "
" Maharaja College of Management - [MCM], Udaipur "
" Maharishi Institute of Management, Hyderabad "
" RKDF Institute of Management - [RKDFIM], Bhopal "
" Rosario College of Management Studies, Mangalore "
" SR Luthra Institute of Management, Surat "
" SRK Institute of Management and Computer Education, Kachchh "
" Sanskar Institute of Management & Information Techonogy - [SMIT], Kachchh "
" School of Petroleum Management - [SPM], Gandhi Nagar "
" Shahjehan College of Business Management, Hyderabad "
" Sharadchandra Pawar Institute of Management - [SPIOM], Pune "
" Shri Ram Institute of Management - [SRIM], Jabalpur "
" Shri Shambhubhai V Patel  College of Computer Science and Business Management, Surat "
" Sinhgad Institute of Business Administration and Research - [SIBAR] Kondhwa, Pune "
" Sri Sri Institute of Management Studies - [SSIMS], South Goa "
" Srinivasa Institute of Management Studies - [SIMS], Visakhapatnam "
" TKR Institute of Management and Science - [TKRIMS], Hyderabad "
" Unnati Management College - [UMC], Mathura "
" Venkateshwara Institute of Management - [VIM], Sangli "
" Vidya School of Business, Meerut "
" Wisdom School of Management - [WSM], Coimbatore "
" Amity Centre for eLearning, Noida "
" Subharti Institute of Management & Commerce - [SIMC], Meerut "
" Department of Management Studies, NIT- [DMS NIT], Durgapur "
" Camp Education Society's Rasiklal M. Dhariwal  Institute of Management - [CES], Pune "
" Cordia Business School - [CBS], Fatehgarh Sahib "
" Divine College of Management Studies - [DCMS], Cochin "
" Excel Business Academy, Bangalore "
" Gyanveer Institute of Management and Science, Sagar "
" Navjeevan Institute of Management - [NIM], Nashik "
" NIILM School of Business - [NSB], Bangalore "
" Apoorva Institute of Management and Sciences - [APOORVA], Karim Nagar "
" Talent Institute of Management Studies - [TIMS] Edappal, Malappuram "
" GR Damodaran Academy of Management - [GRDAM], Coimbatore "
" Gnanamani Institute of Management Studies - [GIMS] Pachal, Namakkal "
" RVS Institute of Management studies Kannampalayam - [RVSIMS], Coimbatore "
" Vijay Institute of Management - [VIM], Dindigul "
" The Sankara Nethralaya Academy, Chennai "
" Axis Institute of Higher Education - [AIHE], Kanpur "
" Sastra University, School of Management, Thanjavur "
" Symbiosis International University, Nashik "
" ECR Institute of Management Studies, Udupi "
" Vivekanand Institute Of Management, Gulbarga "
" Rayat-Bahra Institute of Management - [RBIMH], Hoshiarpur "
" G D Goenka University, School of Management, Gurgaon "
" International School of Business & Media - [ISB&M], Kolkata "
" Sha-Shib College of Science & Management - [SSCSM], Bhopal "
" Future Institute of Management Studies - [FIMS], Bareilly "
" Indian School of Business Management and Administration - [ISBM], New Delhi "
" Institute of Management Studies, Bikaner "
" Central Institute of Business Management Research & Development - [CIBMRD], Nagpur "
" Sahyog College of Management Studies, Thane "
" Ideal Institute Of Management Kondigre - [IIMK], Kolhapur "
" KIT's Institute of Management Education & Research -
 [IMER], Kolhapur "
" AR School of Business - [ARSB], Dindigul "
" Param Institute of Management & Research - [PARAM IMR], Jamnagar "
